areaCode,areaName,areaType,date,age,cases,rollingSum,rollingRate
E10000003,Cambridgeshire,utla,2022-01-13,unassigned,0,0,
E10000003,Cambridgeshire,utla,2022-01-12,00_04,42,244,675.8
E10000003,Cambridgeshire,utla,2022-01-12,00_59,783,5841,1185.2
E10000003,Cambridgeshire,utla,2022-01-12,05_09,88,559,1378.0
E10000003,Cambridgeshire,utla,2022-01-12,10_14,85,507,1290.5
E10000003,Cambridgeshire,utla,2022-01-12,15_19,69,479,1291.8
E10000003,Cambridgeshire,utla,2022-01-12,20_24,50,570,1308.8
E10000003,Cambridgeshire,utla,2022-01-12,25_29,66,584,1460.5
E10000003,Cambridgeshire,utla,2022-01-12,30_34,94,619,1561.8
E10000003,Cambridgeshire,utla,2022-01-12,35_39,77,555,1363.6
E10000003,Cambridgeshire,utla,2022-01-12,40_44,65,499,1209.7
E10000003,Cambridgeshire,utla,2022-01-12,45_49,64,476,1079.0
E10000003,Cambridgeshire,utla,2022-01-12,50_54,40,398,860.7
E10000003,Cambridgeshire,utla,2022-01-12,55_59,43,351,792.5
E10000003,Cambridgeshire,utla,2022-01-12,60+,86,713,433.7
E10000003,Cambridgeshire,utla,2022-01-12,60_64,23,229,617.7
E10000003,Cambridgeshire,utla,2022-01-12,65_69,17,139,415.4
E10000003,Cambridgeshire,utla,2022-01-12,70_74,15,122,353.2
E10000003,Cambridgeshire,utla,2022-01-12,75_79,10,75,306.3
E10000003,Cambridgeshire,utla,2022-01-12,80_84,10,54,313.9
E10000003,Cambridgeshire,utla,2022-01-12,85_89,4,43,398.6
E10000003,Cambridgeshire,utla,2022-01-12,90+,7,51,744.9
E10000003,Cambridgeshire,utla,2022-01-12,unassigned,0,2,
E10000003,Cambridgeshire,utla,2022-01-11,00_04,39,254,703.5
E10000003,Cambridgeshire,utla,2022-01-11,00_59,858,6344,1287.3
E10000003,Cambridgeshire,utla,2022-01-11,05_09,93,571,1407.6
E10000003,Cambridgeshire,utla,2022-01-11,10_14,73,522,1328.6
E10000003,Cambridgeshire,utla,2022-01-11,15_19,64,520,1402.3
E10000003,Cambridgeshire,utla,2022-01-11,20_24,73,682,1565.9
E10000003,Cambridgeshire,utla,2022-01-11,25_29,76,672,1680.6
E10000003,Cambridgeshire,utla,2022-01-11,30_34,91,675,1703.1
E10000003,Cambridgeshire,utla,2022-01-11,35_39,97,578,1420.1
E10000003,Cambridgeshire,utla,2022-01-11,40_44,77,540,1309.1
E10000003,Cambridgeshire,utla,2022-01-11,45_49,63,508,1151.6
E10000003,Cambridgeshire,utla,2022-01-11,50_54,57,435,940.7
E10000003,Cambridgeshire,utla,2022-01-11,55_59,55,387,873.8
E10000003,Cambridgeshire,utla,2022-01-11,60+,87,804,489.1
E10000003,Cambridgeshire,utla,2022-01-11,60_64,30,260,701.3
E10000003,Cambridgeshire,utla,2022-01-11,65_69,14,163,487.1
E10000003,Cambridgeshire,utla,2022-01-11,70_74,19,143,414.0
E10000003,Cambridgeshire,utla,2022-01-11,75_79,8,91,371.7
E10000003,Cambridgeshire,utla,2022-01-11,80_84,5,53,308.1
E10000003,Cambridgeshire,utla,2022-01-11,85_89,6,45,417.2
E10000003,Cambridgeshire,utla,2022-01-11,90+,5,49,715.6
E10000003,Cambridgeshire,utla,2022-01-11,unassigned,0,2,
E10000003,Cambridgeshire,utla,2022-01-10,00_04,51,267,739.5
E10000003,Cambridgeshire,utla,2022-01-10,00_59,964,7147,1450.3
E10000003,Cambridgeshire,utla,2022-01-10,05_09,133,564,1390.4
E10000003,Cambridgeshire,utla,2022-01-10,10_14,78,563,1433.0
E10000003,Cambridgeshire,utla,2022-01-10,15_19,78,615,1658.5
E10000003,Cambridgeshire,utla,2022-01-10,20_24,80,818,1878.2
E10000003,Cambridgeshire,utla,2022-01-10,25_29,80,793,1983.2
E10000003,Cambridgeshire,utla,2022-01-10,30_34,106,764,1927.6
E10000003,Cambridgeshire,utla,2022-01-10,35_39,90,631,1550.3
E10000003,Cambridgeshire,utla,2022-01-10,40_44,85,624,1512.7
E10000003,Cambridgeshire,utla,2022-01-10,45_49,70,568,1287.6
E10000003,Cambridgeshire,utla,2022-01-10,50_54,66,499,1079.1
E10000003,Cambridgeshire,utla,2022-01-10,55_59,47,441,995.7
